participant	antecedent_verb	antecedent_polarity	target	control	antecedent_frame	consequent_verb	consequent_embedded_tense	antecedent_text	consequent_text	response_likelihood	response_difficulty	sanity
84	describe	positive	subject	subject	NP be V to VP[+eventive]	want	future	A was described to do C.	How likely is it that A wanted to do C?	0.67	0.58	4
84	yell	negative	object	object	NP V to NP to VP[+eventive]	want	future	A didn't yell to B to do C.	How likely is it that B wanted to do C?	0.4	0.61	4
84	screech	positive	subject	subject	NP V to VP[+eventive]	want	future	A screeched to do C.	How likely is it that A wanted to do C?	0.41	0.59	4
84	relearn	positive	subject	subject	NP V to VP[+eventive]	intend	future	A relearned to do C.	How likely is it that A intended to do C?	0.85	0.15	4
84	foretell	negative	subject	object	NP V for NP to VP	intend	future	A didn't foretell for B to do C.	How likely is it that A intended for B to do C?	0.21	0.28	4
84	determine	positive	object	object	NP V for NP to VP	want	future	A determined for B to do C.	How likely is it that B wanted to do C?	0.76	0.15	4
84	suggest	negative	object	object	NP V NP to VP[+eventive]	believe	future	A didn't suggest B to do C.	How likely is it that B believed that B would do C?	0.3	0.37	4
84	disparage	positive	subject	subject	NP V VPing	believe	past	A disparaged doing C.	How likely is it that A believed that A had done C?	0.36	0.69	4
84	induce	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't induce B to do C.	How likely is it that B intended to do C?	0.22	0.35	4
84	identify	positive	object	object	NP V NP to VP[+eventive]	intend	future	A identified B to do C.	How likely is it that B intended to do C?	0.62	0.35	4
84	murmur	negative	subject	object	NP V for NP to VP	believe	future	A didn't murmur for B to do C.	How likely is it that A believed that B would do C?	0.33	0.41	4
84	direct	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't direct B to do C.	How likely is it that B intended to do C?	0.21	0.27	4
84	anguish	negative	subject	object	NP V for NP to VP	want	future	A didn't anguish for B to do C.	How likely is it that A wanted B to do C?	0.14	0.36	4
84	maintain	positive	subject	subject	NP V to VP[-eventive]	believe	future	A maintained to have C.	How likely is it that A believed that A would have C?	0.8	0.33	4
84	declare	positive	subject	subject	NP V VPing	believe	future	A declared doing C.	How likely is it that A believed that A would do C?	0.86	0.14	4
84	hasten	negative	object	object	NP V for NP to VP	believe	future	A didn't hasten for B to do C.	How likely is it that B believed that B would do C?	0.29	0.17	4
84	mind	negative	subject	subject	NP V VPing	believe	future	A didn't mind doing C.	How likely is it that A believed that A would do C?	0.79	0.31	4
84	report	positive	subject	subject	NP V to VP[+eventive]	believe	future	A reported to do C.	How likely is it that A believed that A would do C?	0.91	0.18	4
84	scream	negative	subject	object	NP V to NP to VP[+eventive]	want	future	A didn't scream to B to do C.	How likely is it that A wanted B to do C?	0.23	0.31	4
84	oppose	positive	subject	subject	NP V VPing	want	future	A opposed doing C.	How likely is it that A wanted to do C?	0.01	0.0	4
84	deem	positive	subject	object	NP V NP to VP[-eventive]	want	future	A deemed B to have C.	How likely is it that A wanted B to have C?	1.0	0.0	4
84	contrive	negative	subject	object	NP V for NP to VP	intend	future	A didn't contrive for B to do C.	How likely is it that A intended for B to do C?	0.42	0.72	4
84	visualize	negative	object	object	NP V for NP to VP	intend	future	A didn't visualize for B to do C.	How likely is it that B intended to do C?	0.32	0.41	4
84	boggle	negative	subject	subject	NP V VPing	intend	past	A didn't boggle doing C.	How likely is it that A intended to have done C?	0.46	0.86	4
84	picket	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't picket to do C.	How likely is it that A intended to do C?	0.4	0.6	4
84	comment	positive	object	object	NP V for NP to VP	believe	future	A commented for B to do C.	How likely is it that B believed that B would do C?	0.77	0.41	4
90	disappoint	negative	subject	subject	NP be V to VP[-eventive]	intend	future	A wasn't disappointed to have C.	How likely is it that A intended to have C?	0.87	0.08	4
90	manage	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't manage to do C.	How likely is it that A believed that A would do C?	0.81	0.18	4
90	screech	positive	subject	subject	NP V to VP[+eventive]	want	future	A screeched to do C.	How likely is it that A wanted to do C?	0.95	0.02	4
90	welcome	positive	subject	subject	NP be V to VP[+eventive]	believe	future	A was welcomed to do C.	How likely is it that A believed that A would do C?	0.82	0.14	4
90	murmur	negative	subject	object	NP V for NP to VP	believe	future	A didn't murmur for B to do C.	How likely is it that A believed that B would do C?	0.68	0.4	4
90	report	positive	subject	subject	NP V to VP[+eventive]	believe	future	A reported to do C.	How likely is it that A believed that A would do C?	0.87	0.1	4
90	assign	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't assign B to do C.	How likely is it that B intended to do C?	0.58	0.76	4
90	moan	negative	subject	subject	NP V VPing	believe	past	A didn't moan doing C.	How likely is it that A believed that A had done C?	0.77	0.42	4
90	maintain	positive	subject	subject	NP V to VP[-eventive]	believe	future	A maintained to have C.	How likely is it that A believed that A would have C?	0.89	0.07	4
90	hasten	negative	object	object	NP V for NP to VP	believe	future	A didn't hasten for B to do C.	How likely is it that B believed that B would do C?	0.88	0.11	4
90	scream	negative	subject	object	NP V to NP to VP[+eventive]	want	future	A didn't scream to B to do C.	How likely is it that A wanted B to do C?	0.31	0.35	4
90	tempt	positive	object	object	NP V NP to VP[+eventive]	believe	future	A tempted B to do C.	How likely is it that B believed that B would do C?	0.37	0.77	4
90	relearn	positive	subject	subject	NP V to VP[+eventive]	intend	future	A relearned to do C.	How likely is it that A intended to do C?	0.84	0.18	4
90	induce	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't induce B to do C.	How likely is it that B intended to do C?	0.58	0.63	4
90	stimulate	positive	subject	subject	NP V VPing	want	future	A stimulated doing C.	How likely is it that A wanted to do C?	0.85	0.16	4
90	determine	positive	object	object	NP V for NP to VP	want	future	A determined for B to do C.	How likely is it that B wanted to do C?	0.41	0.75	4
90	declare	positive	subject	subject	NP V VPing	believe	future	A declared doing C.	How likely is it that A believed that A would do C?	0.9	0.06	4
90	bully	negative	subject	object	NP V NP to VP[+eventive]	believe	future	A didn't bully B to do C.	How likely is it that A believed that B would do C?	0.93	0.04	4
90	contrive	negative	subject	object	NP V for NP to VP	intend	future	A didn't contrive for B to do C.	How likely is it that A intended for B to do C?	0.33	0.69	4
90	vow	positive	subject	subject	NP V to NP to VP[+eventive]	intend	future	A vowed to B to do C.	How likely is it that A intended to do C?	0.91	0.09	4
90	yell	negative	object	object	NP V to NP to VP[+eventive]	want	future	A didn't yell to B to do C.	How likely is it that B wanted to do C?	0.76	0.21	4
90	boggle	negative	subject	subject	NP V VPing	intend	past	A didn't boggle doing C.	How likely is it that A intended to have done C?	0.86	0.1	4
90	anguish	negative	subject	object	NP V for NP to VP	want	future	A didn't anguish for B to do C.	How likely is it that A wanted B to do C?	0.68	0.36	4
90	cheer	negative	subject	subject	NP V VPing	want	future	A didn't cheer doing C.	How likely is it that A wanted to do C?	0.21	0.26	4
90	suggest	negative	object	object	NP V NP to VP[+eventive]	believe	future	A didn't suggest B to do C.	How likely is it that B believed that B would do C?	0.25	0.35	4
90	want	negative	subject	object	NP V NP to VP[+eventive]	intend	future	A didn't want B to do C.	How likely is it that A intended for B to do C?	0.08	0.05	4
90	dislike	positive	subject	object	NP V for NP to VP	want	future	A disliked for B to do C.	How likely is it that A wanted B to do C?	0.0	0.0	4
90	consider	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't consider to do C.	How likely is it that A intended to do C?	0.09	0.03	4
90	foretell	negative	subject	object	NP V for NP to VP	intend	future	A didn't foretell for B to do C.	How likely is it that A intended for B to do C?	0.31	0.4	4
90	rouse	negative	object	object	NP V NP to VP[+eventive]	want	future	A didn't rouse B to do C.	How likely is it that B wanted to do C?	0.35	0.26	4
90	love	negative	subject	subject	NP V VPing	want	future	A didn't love doing C.	How likely is it that A wanted to do C?	0.1	0.01	4
90	mind	negative	subject	subject	NP V VPing	believe	future	A didn't mind doing C.	How likely is it that A believed that A would do C?	0.8	0.33	4
90	beg	positive	subject	object	NP V NP to VP[+eventive]	want	future	A begged B to do C.	How likely is it that A wanted B to do C?	1.0	0.0	4
90	publicize	positive	subject	subject	NP V VPing	believe	past	A publicized doing C.	How likely is it that A believed that A had done C?	0.63	0.42	4
90	comment	positive	object	object	NP V for NP to VP	believe	future	A commented for B to do C.	How likely is it that B believed that B would do C?	0.57	0.66	4
90	identify	positive	object	object	NP V NP to VP[+eventive]	intend	future	A identified B to do C.	How likely is it that B intended to do C?	0.73	0.73	4
90	describe	positive	subject	subject	NP be V to VP[+eventive]	want	future	A was described to do C.	How likely is it that A wanted to do C?	0.72	0.24	4
90	oppose	positive	subject	subject	NP V VPing	want	future	A opposed doing C.	How likely is it that A wanted to do C?	0.0	0.0	4
90	detail	negative	subject	subject	NP V VPing	believe	past	A didn't detail doing C.	How likely is it that A believed that A had done C?	0.38	0.63	4
90	claim	negative	subject	subject	NP V to NP to VP[+eventive]	intend	future	A didn't claim to B to do C.	How likely is it that A intended to do C?	0.24	0.12	4
90	plot	positive	subject	object	NP V for NP to VP	intend	future	A plotted for B to do C.	How likely is it that A intended for B to do C?	0.86	0.05	4
90	initiate	positive	subject	subject	NP V to VP[+eventive]	want	future	A initiated to do C.	How likely is it that A wanted to do C?	0.7	0.41	4
90	stew	negative	subject	subject	NP V VPing	want	future	A didn't stew doing C.	How likely is it that A wanted to do C?	0.9	0.12	4
90	visualize	negative	object	object	NP V for NP to VP	intend	future	A didn't visualize for B to do C.	How likely is it that B intended to do C?	0.39	0.66	4
90	disparage	positive	subject	subject	NP V VPing	believe	past	A disparaged doing C.	How likely is it that A believed that A had done C?	0.71	0.65	4
90	deem	positive	subject	object	NP V NP to VP[-eventive]	want	future	A deemed B to have C.	How likely is it that A wanted B to have C?	0.84	0.16	4
90	picket	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't picket to do C.	How likely is it that A intended to do C?	0.34	0.62	4
90	direct	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't direct B to do C.	How likely is it that B intended to do C?	0.35	0.62	4
107	welcome	positive	subject	subject	NP be V to VP[+eventive]	believe	future	A was welcomed to do C.	How likely is it that A believed that A would do C?	0.78	0.23	4
107	want	negative	subject	object	NP V NP to VP[+eventive]	intend	future	A didn't want B to do C.	How likely is it that A intended for B to do C?	0.15	0.09	4
107	visualize	negative	object	object	NP V for NP to VP	intend	future	A didn't visualize for B to do C.	How likely is it that B intended to do C?	0.69	0.41	4
107	hasten	negative	object	object	NP V for NP to VP	believe	future	A didn't hasten for B to do C.	How likely is it that B believed that B would do C?	0.74	0.65	4
107	relearn	positive	subject	subject	NP V to VP[+eventive]	intend	future	A relearned to do C.	How likely is it that A intended to do C?	0.38	0.65	4
107	foretell	negative	subject	object	NP V for NP to VP	intend	future	A didn't foretell for B to do C.	How likely is it that A intended for B to do C?	0.94	0.08	4
107	contrive	negative	subject	object	NP V for NP to VP	intend	future	A didn't contrive for B to do C.	How likely is it that A intended for B to do C?	0.92	0.72	4
107	mind	negative	subject	subject	NP V VPing	believe	future	A didn't mind doing C.	How likely is it that A believed that A would do C?	0.88	0.0	4
107	initiate	positive	subject	subject	NP V to VP[+eventive]	want	future	A initiated to do C.	How likely is it that A wanted to do C?	0.83	0.13	4
107	assign	negative	object	object	NP V NP to VP[+eventive]	intend	future	A didn't assign B to do C.	How likely is it that B intended to do C?	0.64	0.61	4
107	maintain	positive	subject	subject	NP V to VP[-eventive]	believe	future	A maintained to have C.	How likely is it that A believed that A would have C?	0.89	0.27	4
107	moan	negative	subject	subject	NP V VPing	believe	past	A didn't moan doing C.	How likely is it that A believed that A had done C?	0.75	0.21	4
107	picket	negative	subject	subject	NP V to VP[+eventive]	intend	future	A didn't picket to do C.	How likely is it that A intended to do C?	0.71	0.25	4
107	disparage	positive	subject	subject	NP V VPing	believe	past	A disparaged doing C.	How likely is it that A believed that A had done C?	0.61	0.68	4
107	dislike	positive	subject	object	NP V for NP to VP	want	future	A disliked for B to do C.	How likely is it that A wanted B to do C?	0.05	0.1	4
107	stew	negative	subject	subject	NP V VPing	want	future	A didn't stew doing C.	How likely is it that A wanted to do C?	0.11	0.12	4
107	oppose	positive	subject	subject	NP V VPing	want	future	A opposed doing C.	How likely is it that A wanted to do C?	0.01	0.05	4
